sstart,ssample_end_date,selected_features
36,2015-08-01,"target, travel_lag1, insurance_lag3, Small.busines, unemployment_lag3, travel_lag2, health.policy, loan"
37,2015-09-01,"target, travel_lag1, insurance_lag3, Small.busines, unemployment_lag3, travel_lag2, health.policy, Army"
38,2015-10-01,"target, travel_lag1, unemployment_lag3, travel_lag2, loan, health.policy, Small.busines, insurance_lag3"
39,2015-11-01,"target, travel_lag1, unemployment_lag3, health.policy, travel_lag2, Small.busines, loan, Construction...26_lag1"
40,2015-12-01,"target, unemployment_lag3, health.policy, Volvo, Agriculture_lag2, travel_lag1, insurance_lag3, Small.business_lag2"
41,2016-01-01,"target, unemployment_lag3, travel_lag1, Volvo, Agriculture_lag2, Mining_lag2, health.policy, Ford...38"
42,2016-02-01,"target, travel_lag1, Agriculture_lag2, Ford...38, Ford...28, Ford...4, Small.busines_lag2, unemployment_lag3"
43,2016-03-01,"target, travel_lag1, unemployment_lag3, Mining_lag2, Volvo, Agriculture_lag2, Ford...4, Ford...38"
44,2016-04-01,"target, travel_lag1, unemployment_lag3, loan, Mining_lag2, health.policy, Volvo, Agriculture_lag2"
45,2016-05-01,"target, travel_lag1, unemployment_lag3, loan, Agriculture_lag2, Construction...26_lag1, Construction...14_lag1, Volvo"
46,2016-06-01,"target, travel_lag1, loan, Mining_lag2, unemployment_lag3, Volvo, Agriculture_lag2, insurance_lag3"
47,2016-07-01,"target, Agriculture_lag2, travel_lag1, Mining_lag2, unemployment_lag3, Agriculture_lag3, loan, insurance_lag3"
48,2016-08-01,"target, travel_lag1, unemployment_lag3, Mining_lag2, loan, Agriculture_lag2, Volvo, insurance_lag3"
49,2016-09-01,"target, Agriculture_lag2, loan, unemployment_lag3, Mining_lag2, Agriculture_lag3, insurance_lag3, travel_lag1"
50,2016-10-01,"target, Agriculture_lag2, loan, Agriculture_lag3, unemployment_lag3, travel_lag1, insurance_lag3, Volvo_lag3"
51,2016-11-01,"target, loan, Agriculture_lag2, travel_lag1, Food.Service, Agriculture_lag3, online_lag2, Volvo"
52,2016-12-01,"target, loan, Agriculture_lag3, travel_lag1, unemployment_lag3, Agriculture_lag2, Volvo_lag3, online_lag2"
53,2017-01-01,"target, loan, Agriculture_lag3, Agriculture_lag2, travel_lag1, Volvo_lag3, Finance...11_lag2, Finance...30_lag2"
54,2017-02-01,"target, unemployment_lag3, loan, Finance...30_lag2, Finance...11_lag2, travel_lag1, Volvo_lag3, Agriculture_lag2"
55,2017-03-01,"target, Volvo_lag3, Finance...11_lag2, Finance...30_lag2, unemployment_lag3, loan, Agriculture_lag2, Agriculture_lag3"
56,2017-04-01,"target, Volvo_lag3, Finance...11_lag2, Finance...30_lag2, unemployment_lag3, loan, Agriculture_lag2, whole.sale_lag2"
57,2017-05-01,"target, Finance...30_lag2, Finance...11_lag2, whole.sale_lag2, loan, Volvo_lag3, Agriculture_lag2, unemployment_lag3"
58,2017-06-01,"target, Finance...30_lag2, Finance...11_lag2, whole.sale_lag2, Volvo_lag3, Agriculture_lag2, unemployment_lag3, loan"
59,2017-07-01,"target, Finance...11_lag2, Finance...30_lag2, loan, Volvo_lag3, Agriculture_lag2, unemployment_lag3, Agriculture_lag3"
60,2017-08-01,"target, Finance...30_lag2, Finance...11_lag2, Volvo_lag3, loan, Agriculture_lag2, unemployment_lag3, Agriculture_lag3"
61,2017-09-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, unemployment_lag3, Mining_lag2, loan, Agriculture_lag2"
62,2017-10-01,"target, Finance...30_lag2, Finance...11_lag2, Volvo_lag3, unemployment_lag3, Mining_lag2, whole.sale_lag2, real.estate_lag3"
63,2017-11-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, Mining_lag2, unemployment_lag3, trade_lag1, real.estate_lag3"
64,2017-12-01,"target, Finance...11_lag2, Finance...30_lag2, Mining_lag2, unemployment_lag3, Volvo_lag3, online, trade_lag1"
65,2018-01-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, Mining_lag2, trade_lag1, whole.sale_lag1, loan"
66,2018-02-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, trade_lag1, Mining_lag2, whole.sale_lag1, online"
67,2018-03-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, trade_lag1, online_lag2, travel, Electricity_lag1"
68,2018-04-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, travel, Agriculture_lag2, Electricity_lag1, Small.business"
69,2018-05-01,"target, Finance...30_lag2, Finance...11_lag2, Electricity_lag1, Volvo, Small.business, travel, online.business"
70,2018-06-01,"target, Finance...30_lag2, Finance...11_lag2, Small.business, Electricity_lag1, travel, trade_lag1, Volvo_lag3"
71,2018-07-01,"target, Finance...30_lag2, Finance...11_lag2, Electricity_lag1, Small.business, Volvo, Volvo_lag3, trade_lag1"
72,2018-08-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, Small.business, Volvo, Finance...11_lag1, Finance...30_lag1"
73,2018-09-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, trade_lag1, Volvo, Small.business, Mining_lag2"
74,2018-10-01,"target, Finance...30_lag2, Finance...11_lag2, Volvo_lag3, Volvo, trade_lag1, Small.business, Finance...30_lag1"
75,2018-11-01,"target, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, trade_lag1, insurance_lag2, Mining_lag2, travel"
76,2018-12-01,"target, Finance...30_lag2, Finance...11_lag2, Volvo_lag3, trade_lag1, Mining_lag2, travel, insurance_lag2"
77,2019-01-01,"target, Volvo_lag3, Finance...11_lag2, Finance...30_lag2, trade_lag1, insurance_lag2, travel, Finance...11_lag1"
78,2019-02-01,"target, Volvo_lag3, Mining_lag2, trade_lag1, insurance_lag2, Finance...11_lag2, Finance...30_lag2, real.estate_lag2"
79,2019-03-01,"target, Volvo_lag3, Mining_lag2, trade_lag1, Finance...11_lag2, Finance...30_lag2, insurance_lag2, real.estate_lag2"
80,2019-04-01,"target, Volvo_lag3, Mining_lag2, Finance...11_lag2, Finance...30_lag2, trade_lag1, insurance_lag2, Small.business_lag1"
81,2019-05-01,"target, trade_lag1, Volvo_lag3, Mining_lag2, Finance...30_lag2, Finance...11_lag2, insurance_lag2, Small.business_lag1"
82,2019-06-01,"target, Finance...11_lag2, Finance...30_lag2, trade_lag1, Mining_lag2, Volvo_lag3, Small.business_lag1, Volvo"
83,2019-07-01,"target, Mining_lag2, Volvo_lag3, Finance...30_lag2, Finance...11_lag2, trade_lag1, Small.business_lag1, Volvo"
84,2019-08-01,"target, Finance...30_lag2, Finance...11_lag2, Mining_lag2, trade_lag1, Volvo_lag3, Electricity_lag1, Small.business_lag1"
85,2019-09-01,"target, Finance...11_lag2, Finance...30_lag2, trade_lag1, Mining_lag2, Volvo_lag3, Electricity_lag1, Small.business_lag1"
86,2019-10-01,"target, Finance...11_lag2, Finance...30_lag2, Small.business_lag1, Mining_lag2, trade_lag1, Volvo_lag3, Electricity_lag1"
87,2019-11-01,"target, Mining_lag2, Finance...11_lag2, Finance...30_lag2, Volvo_lag3, Small.business_lag1, trade_lag1, Electricity_lag1"
88,2019-12-01,"target, Army_lag3, Electricity_lag1, Finance...30_lag2, Finance...11_lag2, trade_lag1, Small.business_lag1, Mining_lag2"
89,2020-01-01,"target, Army_lag3, Finance...11_lag2, Finance...30_lag2, Electricity_lag1, trade_lag1, Mining_lag2, Small.business_lag1"
90,2020-02-01,"target, Mining_lag2, Army_lag3, trade_lag1, Finance...30_lag3, Finance...11_lag3, Electricity_lag1, Finance...11_lag2"
91,2020-03-01,"target, Mining_lag2, Finance...11_lag3, Finance...30_lag3, trade_lag1, Army_lag3, Volvo_lag3, Finance...11_lag2"
92,2020-04-01,"target, Mining_lag2, Finance...11_lag3, Finance...30_lag3, Army_lag3, Electricity_lag1, Volvo_lag3, trade_lag1"
93,2020-05-01,"target, Mining_lag2, Services_lag2, Army_lag3, Electricity_lag1, Finance...11_lag3, Finance...30_lag3, Finance...11_lag2"
94,2020-06-01,"target, Mining_lag2, Services_lag2, Electricity_lag1, Army_lag3, Volvo_lag3, Small.business_lag1, Finance...30_lag2"
95,2020-07-01,"target, Small.business_lag1, Services_lag2, Electricity_lag1, Mining_lag2, Finance...30_lag2, Finance...11_lag2, Finance...30_lag3"
96,2020-08-01,"target, Small.business_lag1, Electricity_lag1, Finance...11_lag3, Finance...30_lag3, Services_lag2, Mining_lag2, Army_lag3"
97,2020-09-01,"target, Small.business_lag1, Electricity_lag1, Services_lag2, Army_lag3, online_lag1, Small.business_lag2, Mining_lag2"
98,2020-10-01,"target, Small.business_lag1, Electricity_lag1, Services_lag2, health.policy_lag1, online_lag1, unemployment_lag3, Army_lag3"
99,2020-11-01,"target, Electricity_lag1, Services_lag2, Small.business_lag1, unemployment_lag3, online_lag1, health.policy_lag1, Farm...15"
100,2020-12-01,"target, Electricity_lag1, Services_lag2, Small.business_lag1, online_lag1, Agriculture, Mining_lag3, health.policy_lag1"
101,2021-01-01,"target, Electricity_lag1, Services_lag2, Mining_lag3, Property.management_lag3, Small.business_lag1, health.policy_lag1, online_lag1"
102,2021-02-01,"target, Electricity_lag1, Services_lag2, rental_lag2, Mining_lag3, health.policy_lag1, Small.business_lag1, Ford...28_lag2"
103,2021-03-01,"target, Electricity_lag1, Services_lag2, rental_lag2, Mining_lag3, health.policy_lag1, Ford...28_lag2, Ford...4_lag2"
104,2021-04-01,"target, Electricity_lag1, Services_lag2, Mining_lag3, rental_lag2, Small.business_lag2, health.policy_lag2, Small.business_lag1"
105,2021-05-01,"target, Electricity_lag1, Services_lag2, Mining_lag3, rental_lag2, Small.business_lag2, health.policy_lag1, online_lag1"
106,2021-06-01,"target, Mining_lag3, Electricity_lag1, rental_lag2, Services_lag2, online_lag1, health.policy_lag2, health.policy_lag1"
107,2021-07-01,"target, Mining_lag3, Electricity_lag1, rental_lag2, health.policy_lag2, online_lag1, Services_lag2, Services"
108,2021-08-01,"target, Mining_lag3, Electricity_lag1, health.policy_lag2, rental_lag2, online_lag1, health.policy_lag1, Farm...25"
